date,total_sales,day_of_week,month_name,day,year
2018-12-10,686.3,Monday,December,10,2018
2018-12-11,379.4,Tuesday,December,11,2018
2018-12-12,818.7,Wednesday,December,12,2018
2018-12-13,1797.8,Thursday,December,13,2018
2018-12-14,2729.8,Friday,December,14,2018
2018-12-15,7330.95,Saturday,December,15,2018
2018-12-16,6016.65,Sunday,December,16,2018
2018-12-17,1287.3,Monday,December,17,2018
2018-12-18,974.5,Tuesday,December,18,2018
2018-12-19,1811.1,Wednesday,December,19,2018
2018-12-20,3467.85,Thursday,December,20,2018
2018-12-21,4350.15,Friday,December,21,2018
2018-12-22,5925.8,Saturday,December,22,2018
2018-12-23,5435.1,Sunday,December,23,2018
2018-12-24,1002.5,Monday,December,24,2018
2018-12-25,3896.1,Tuesday,December,25,2018
2018-12-26,4919.3,Wednesday,December,26,2018
2018-12-27,4956.55,Thursday,December,27,2018
2018-12-28,5354.45,Friday,December,28,2018
2018-12-29,6809.7,Saturday,December,29,2018
2018-12-30,5932.8,Sunday,December,30,2018
2018-12-31,1159.4,Monday,December,31,2018
2019-01-01,3850.65,Tuesday,January,1,2019
2019-01-02,4407.45,Wednesday,January,2,2019
2019-01-03,5066.2,Thursday,January,3,2019
2019-01-04,5848.8,Friday,January,4,2019
2019-01-05,4695.75,Saturday,January,5,2019
2019-01-06,3302.1,Sunday,January,6,2019
2019-01-07,4386.3,Monday,January,7,2019
2019-01-08,901.75,Tuesday,January,8,2019
2019-01-09,1687.1,Wednesday,January,9,2019
2019-01-10,737.9,Thursday,January,10,2019
2019-01-11,3158.6,Friday,January,11,2019
2019-01-12,8590.8,Saturday,January,12,2019
2019-01-13,4392.2,Sunday,January,13,2019
2019-01-14,1362.8,Monday,January,14,2019
2019-01-15,911.8,Tuesday,January,15,2019
2019-01-16,1171.7,Wednesday,January,16,2019
2019-01-17,1239.1,Thursday,January,17,2019
2019-01-18,4065.5,Friday,January,18,2019
2019-01-19,9554.25,Saturday,January,19,2019
2019-01-20,4924.4,Sunday,January,20,2019
2019-01-21,933.45,Monday,January,21,2019
2019-01-22,995.8,Tuesday,January,22,2019
2019-01-23,1456.4,Wednesday,January,23,2019
2019-01-24,1077.2,Thursday,January,24,2019
2019-01-25,3180.0,Friday,January,25,2019
2019-01-26,8578.45,Saturday,January,26,2019
2019-01-27,5740.15,Sunday,January,27,2019
2019-01-28,605.9,Monday,January,28,2019
2019-01-29,638.35,Tuesday,January,29,2019
2019-01-30,946.05,Wednesday,January,30,2019
2019-01-31,2163.4,Thursday,January,31,2019
2019-02-01,4222.8,Friday,February,1,2019
2019-02-02,10195.25,Saturday,February,2,2019
2019-02-03,5779.8,Sunday,February,3,2019
2019-02-04,677.7,Monday,February,4,2019
2019-02-05,619.3,Tuesday,February,5,2019
2019-02-06,1131.15,Wednesday,February,6,2019
2019-02-07,1186.9,Thursday,February,7,2019
2019-02-08,2854.0,Friday,February,8,2019
2019-02-09,8558.85,Saturday,February,9,2019
2019-02-10,6789.4,Sunday,February,10,2019
2019-02-11,533.8,Monday,February,11,2019
2019-02-12,920.7,Tuesday,February,12,2019
2019-02-13,1195.9,Wednesday,February,13,2019
2019-02-14,859.6,Thursday,February,14,2019
2019-02-15,3419.1,Friday,February,15,2019
2019-02-16,7884.9,Saturday,February,16,2019
2019-02-17,5458.75,Sunday,February,17,2019
2019-02-18,929.4,Monday,February,18,2019
2019-02-19,514.6,Tuesday,February,19,2019
2019-02-20,862.3,Wednesday,February,20,2019
2019-02-21,1347.3,Thursday,February,21,2019
2019-02-22,3199.5,Friday,February,22,2019
2019-02-23,6739.0,Saturday,February,23,2019
2019-02-24,3723.9,Sunday,February,24,2019
2019-02-25,574.7,Monday,February,25,2019
2019-02-26,517.3,Tuesday,February,26,2019
2019-02-27,978.15,Wednesday,February,27,2019
2019-02-28,1710.9,Thursday,February,28,2019
2019-03-01,3589.8,Friday,March,1,2019
2019-03-02,5095.0,Saturday,March,2,2019
2019-03-03,4259.45,Sunday,March,3,2019
2019-03-04,1977.8,Monday,March,4,2019
2019-03-05,620.9,Tuesday,March,5,2019
2019-03-06,1332.25,Wednesday,March,6,2019
2019-03-07,701.15,Thursday,March,7,2019
2019-03-08,3136.65,Friday,March,8,2019
2019-03-09,5854.9,Saturday,March,9,2019
2019-03-10,3719.2,Sunday,March,10,2019
2019-03-11,431.5,Monday,March,11,2019
2019-03-12,649.9,Tuesday,March,12,2019
2019-03-13,1102.6,Wednesday,March,13,2019
2019-03-14,630.3,Thursday,March,14,2019
2019-03-15,2895.9,Friday,March,15,2019
2019-03-16,6385.45,Saturday,March,16,2019
2019-03-17,4204.2,Sunday,March,17,2019
2019-03-18,529.2,Monday,March,18,2019
2019-03-19,595.4,Tuesday,March,19,2019
2019-03-20,865.7,Wednesday,March,20,2019
2019-03-21,1150.0,Thursday,March,21,2019
2019-03-22,2924.1,Friday,March,22,2019
2019-03-23,7593.55,Saturday,March,23,2019
2019-03-24,3632.6,Sunday,March,24,2019
2019-03-25,306.2,Monday,March,25,2019
2019-03-26,767.1,Tuesday,March,26,2019
2019-03-27,711.9,Wednesday,March,27,2019
2019-03-28,592.4,Thursday,March,28,2019
2019-03-29,2403.5,Friday,March,29,2019
2019-03-30,6620.15,Saturday,March,30,2019
2019-03-31,4793.25,Sunday,March,31,2019
2019-04-01,524.3,Monday,April,1,2019
2019-04-02,908.2,Tuesday,April,2,2019
2019-04-03,1433.4,Wednesday,April,3,2019
2019-04-04,910.2,Thursday,April,4,2019
2019-04-05,4105.05,Friday,April,5,2019
2019-04-06,9801.64,Saturday,April,6,2019
2019-04-07,5604.8,Sunday,April,7,2019
2019-04-08,1330.9,Monday,April,8,2019
2019-04-09,1906.9,Tuesday,April,9,2019
2019-04-10,1783.0,Wednesday,April,10,2019
2019-04-11,1547.7,Thursday,April,11,2019
2019-04-12,2780.25,Friday,April,12,2019
2019-04-13,5776.35,Saturday,April,13,2019
2019-04-14,3208.1,Sunday,April,14,2019
2019-04-15,2344.9,Monday,April,15,2019
2019-04-16,1772.2,Tuesday,April,16,2019
2019-04-17,2834.45,Wednesday,April,17,2019
2019-04-18,8329.2,Thursday,April,18,2019
2019-04-19,8517.35,Friday,April,19,2019
2019-04-20,7480.65,Saturday,April,20,2019
2019-04-21,5040.6,Sunday,April,21,2019
2019-04-22,1924.0,Monday,April,22,2019
2019-04-23,1254.45,Tuesday,April,23,2019
2019-04-24,1793.15,Wednesday,April,24,2019
2019-04-25,1293.7,Thursday,April,25,2019
2019-04-26,2737.9,Friday,April,26,2019
2019-04-27,5479.9,Saturday,April,27,2019
2019-04-28,3727.0,Sunday,April,28,2019
2019-04-29,1282.0,Monday,April,29,2019
2019-04-30,995.35,Tuesday,April,30,2019
2019-05-01,5050.05,Wednesday,May,1,2019
2019-05-02,3026.9,Thursday,May,2,2019
2019-05-03,2627.05,Friday,May,3,2019
2019-05-04,4045.8,Saturday,May,4,2019
2019-05-05,2390.35,Sunday,May,5,2019
2019-05-06,559.7,Monday,May,6,2019
2019-05-07,608.8,Tuesday,May,7,2019
2019-05-08,802.2,Wednesday,May,8,2019
2019-05-09,618.75,Thursday,May,9,2019
2019-05-10,2723.9,Friday,May,10,2019
2019-05-11,5099.25,Saturday,May,11,2019
2019-05-12,3151.3,Sunday,May,12,2019
2019-05-13,555.0,Monday,May,13,2019
2019-05-14,1041.2,Tuesday,May,14,2019
2019-05-15,2468.1,Wednesday,May,15,2019
2019-05-16,1272.2,Thursday,May,16,2019
2019-05-17,2144.9,Friday,May,17,2019
2019-05-18,5785.25,Saturday,May,18,2019
2019-05-19,3226.8,Sunday,May,19,2019
2019-05-20,563.7,Monday,May,20,2019
2019-05-21,580.6,Tuesday,May,21,2019
2019-05-22,956.95,Wednesday,May,22,2019
2019-05-23,634.7,Thursday,May,23,2019
2019-05-24,2306.7,Friday,May,24,2019
2019-05-25,5806.65,Saturday,May,25,2019
2019-05-26,2061.1,Sunday,May,26,2019
2019-05-27,969.3,Monday,May,27,2019
2019-05-28,743.0,Tuesday,May,28,2019
2019-05-29,1250.5,Wednesday,May,29,2019
2019-05-30,996.2,Thursday,May,30,2019
2019-05-31,1654.2,Friday,May,31,2019
2019-06-01,3637.05,Saturday,June,1,2019
2019-06-02,2950.25,Sunday,June,2,2019
2019-06-03,685.9,Monday,June,3,2019
2019-06-04,1016.85,Tuesday,June,4,2019
2019-06-05,1719.8,Wednesday,June,5,2019
2019-06-06,1059.2,Thursday,June,6,2019
2019-06-07,2253.8,Friday,June,7,2019
2019-06-08,5163.9,Saturday,June,8,2019
2019-06-09,4328.45,Sunday,June,9,2019
2019-06-10,563.6,Monday,June,10,2019
2019-06-11,982.35,Tuesday,June,11,2019
2019-06-12,907.7,Wednesday,June,12,2019
2019-06-13,1055.3,Thursday,June,13,2019
2019-06-14,2375.5,Friday,June,14,2019
2019-06-15,5282.35,Saturday,June,15,2019
2019-06-16,2562.0,Sunday,June,16,2019
2019-06-17,921.65,Monday,June,17,2019
2019-06-18,1440.9,Tuesday,June,18,2019
2019-06-19,1418.8,Wednesday,June,19,2019
2019-06-20,1955.0,Thursday,June,20,2019
2019-06-21,2275.2,Friday,June,21,2019
2019-06-22,3143.1,Saturday,June,22,2019
2019-06-23,2728.1,Sunday,June,23,2019
2019-06-24,1869.9,Monday,June,24,2019
2019-06-25,1306.4,Tuesday,June,25,2019
2019-06-26,1951.4,Wednesday,June,26,2019
2019-06-27,930.0,Thursday,June,27,2019
2019-06-28,1486.1,Friday,June,28,2019
2019-06-29,3354.1,Saturday,June,29,2019
2019-06-30,2917.9,Sunday,June,30,2019
2019-07-01,1333.1,Monday,July,1,2019
2019-07-02,1383.15,Tuesday,July,2,2019
2019-07-03,1389.6,Wednesday,July,3,2019
2019-07-04,1396.6,Thursday,July,4,2019
2019-07-05,1761.9,Friday,July,5,2019
2019-07-06,3281.3,Saturday,July,6,2019
2019-07-07,1825.25,Sunday,July,7,2019
2019-07-08,1113.4,Monday,July,8,2019
2019-07-09,1161.3,Tuesday,July,9,2019
2019-07-10,1682.0,Wednesday,July,10,2019
2019-07-11,1650.2,Thursday,July,11,2019
2019-07-12,2146.35,Friday,July,12,2019
2019-07-13,4012.9,Saturday,July,13,2019
2019-07-14,2140.6,Sunday,July,14,2019
2019-07-15,1147.8,Monday,July,15,2019
2019-07-16,1405.0,Tuesday,July,16,2019
2019-07-17,1842.25,Wednesday,July,17,2019
2019-07-18,1778.3,Thursday,July,18,2019
2019-07-19,1811.4,Friday,July,19,2019
2019-07-20,2833.5,Saturday,July,20,2019
2019-07-21,2358.35,Sunday,July,21,2019
2019-07-22,1492.45,Monday,July,22,2019
2019-07-23,1030.7,Tuesday,July,23,2019
2019-07-24,2138.8,Wednesday,July,24,2019
2019-07-25,2175.4,Thursday,July,25,2019
2019-07-26,1922.2,Friday,July,26,2019
2019-07-27,3232.2,Saturday,July,27,2019
2019-07-28,2969.05,Sunday,July,28,2019
2019-07-29,1654.45,Monday,July,29,2019
2019-07-30,1406.7,Tuesday,July,30,2019
2019-07-31,2192.6,Wednesday,July,31,2019
2019-08-01,1667.65,Thursday,August,1,2019
2019-08-02,1922.5,Friday,August,2,2019
2019-08-03,3330.8,Saturday,August,3,2019
2019-08-04,2652.5,Sunday,August,4,2019
2019-08-05,1165.7,Monday,August,5,2019
2019-08-06,1687.7,Tuesday,August,6,2019
2019-08-07,2108.35,Wednesday,August,7,2019
2019-08-08,2072.8,Thursday,August,8,2019
2019-08-09,1926.5,Friday,August,9,2019
2019-08-10,3395.35,Saturday,August,10,2019
2019-08-11,1685.5,Sunday,August,11,2019
2019-08-12,1073.7,Monday,August,12,2019
2019-08-13,1285.35,Tuesday,August,13,2019
2019-08-14,1760.25,Wednesday,August,14,2019
2019-08-15,2144.95,Thursday,August,15,2019
2019-08-16,1836.2,Friday,August,16,2019
2019-08-17,2905.2,Saturday,August,17,2019
2019-08-18,2314.25,Sunday,August,18,2019
2019-08-19,1525.9,Monday,August,19,2019
2019-08-20,1606.05,Tuesday,August,20,2019
2019-08-21,2266.5,Wednesday,August,21,2019
2019-08-22,1430.55,Thursday,August,22,2019
2019-08-23,1537.7,Friday,August,23,2019
2019-08-24,2718.38,Saturday,August,24,2019
2019-08-25,1964.55,Sunday,August,25,2019
2019-08-26,2344.2,Monday,August,26,2019
2019-08-27,1594.15,Tuesday,August,27,2019
2019-08-28,2349.5,Wednesday,August,28,2019
2019-08-29,1359.7,Thursday,August,29,2019
2019-08-30,2462.5,Friday,August,30,2019
2019-08-31,4003.95,Saturday,August,31,2019
2019-09-01,2625.9,Sunday,September,1,2019
2019-09-02,1620.9,Monday,September,2,2019
2019-09-03,1608.2,Tuesday,September,3,2019
2019-09-04,2146.25,Wednesday,September,4,2019
2019-09-05,938.2,Thursday,September,5,2019
2019-09-06,2726.05,Friday,September,6,2019
2019-09-07,5226.55,Saturday,September,7,2019
2019-09-08,2624.0,Sunday,September,8,2019
2019-09-09,3638.3,Monday,September,9,2019
2019-09-10,787.4,Tuesday,September,10,2019
2019-09-11,1665.5,Wednesday,September,11,2019
2019-09-12,1616.0,Thursday,September,12,2019
2019-09-13,2938.05,Friday,September,13,2019
2019-09-14,8938.45,Saturday,September,14,2019
2019-09-15,5233.9,Sunday,September,15,2019
2019-09-16,585.0,Monday,September,16,2019
2019-09-17,644.4,Tuesday,September,17,2019
2019-09-18,949.3,Wednesday,September,18,2019
2019-09-19,711.6,Thursday,September,19,2019
2019-09-20,2510.1,Friday,September,20,2019
2019-09-21,8496.2,Saturday,September,21,2019
2019-09-22,5511.25,Sunday,September,22,2019
2019-09-23,499.5,Monday,September,23,2019
2019-09-24,1136.0,Tuesday,September,24,2019
2019-09-25,4379.55,Wednesday,September,25,2019
2019-09-26,585.4,Thursday,September,26,2019
2019-09-27,3408.7,Friday,September,27,2019
2019-09-28,5774.85,Saturday,September,28,2019
2019-09-29,3910.0,Sunday,September,29,2019
2019-09-30,596.2,Monday,September,30,2019
2019-10-01,863.3,Tuesday,October,1,2019
2019-10-02,1069.7,Wednesday,October,2,2019
2019-10-03,589.1,Thursday,October,3,2019
2019-10-04,2429.1,Friday,October,4,2019
2019-10-05,6408.3,Saturday,October,5,2019
2019-10-06,4670.15,Sunday,October,6,2019
2019-10-07,25.2,Monday,October,7,2019
2019-10-08,63.0,Tuesday,October,8,2019
2019-10-09,2386.3,Wednesday,October,9,2019
2019-10-10,1179.3,Thursday,October,10,2019
2019-10-11,2395.7,Friday,October,11,2019
2019-10-12,6657.45,Saturday,October,12,2019
2019-10-13,3070.05,Sunday,October,13,2019
2019-10-14,753.75,Monday,October,14,2019
2019-10-15,714.3,Tuesday,October,15,2019
2019-10-16,885.5,Wednesday,October,16,2019
2019-10-17,826.85,Thursday,October,17,2019
2019-10-18,2954.2,Friday,October,18,2019
2019-10-19,7950.95,Saturday,October,19,2019
2019-10-20,5312.75,Sunday,October,20,2019
2019-10-21,786.9,Monday,October,21,2019
2019-10-22,918.8,Tuesday,October,22,2019
2019-10-23,1145.1,Wednesday,October,23,2019
2019-10-24,894.4,Thursday,October,24,2019
2019-10-25,3450.45,Friday,October,25,2019
2019-10-26,6575.8,Saturday,October,26,2019
2019-10-27,4428.85,Sunday,October,27,2019
2019-10-28,1323.5,Monday,October,28,2019
2019-10-29,1209.6,Tuesday,October,29,2019
2019-10-30,2266.45,Wednesday,October,30,2019
2019-10-31,3183.45,Thursday,October,31,2019
2019-11-01,6341.47,Friday,November,1,2019
2019-11-02,7425.57,Saturday,November,2,2019
2019-11-03,4343.25,Sunday,November,3,2019
2019-11-04,531.0,Monday,November,4,2019
2019-11-05,657.0,Tuesday,November,5,2019
2019-11-06,1532.85,Wednesday,November,6,2019
2019-11-07,851.3,Thursday,November,7,2019
2019-11-08,3775.67,Friday,November,8,2019
2019-11-09,8103.75,Saturday,November,9,2019
2019-11-10,4160.22,Sunday,November,10,2019
2019-11-11,942.4,Monday,November,11,2019
2019-11-12,1428.3,Tuesday,November,12,2019
2019-11-13,1739.1,Wednesday,November,13,2019
2019-11-14,436.5,Thursday,November,14,2019
2019-11-15,3549.65,Friday,November,15,2019
2019-11-16,9582.6,Saturday,November,16,2019
2019-11-17,5284.9,Sunday,November,17,2019
2019-11-18,620.9,Monday,November,18,2019
2019-11-19,592.8,Tuesday,November,19,2019
2019-11-20,1061.95,Wednesday,November,20,2019
2019-11-21,1481.35,Thursday,November,21,2019
2019-11-22,3692.25,Friday,November,22,2019
2019-11-23,7648.05,Saturday,November,23,2019
2019-11-24,5848.15,Sunday,November,24,2019
2019-11-25,327.8,Monday,November,25,2019
2019-11-26,1079.25,Tuesday,November,26,2019
2019-11-27,1369.5,Wednesday,November,27,2019
2019-11-28,984.0,Thursday,November,28,2019
2019-11-29,3841.4,Friday,November,29,2019
2019-11-30,8286.05,Saturday,November,30,2019
2019-12-01,7578.85,Sunday,December,1,2019
2019-12-02,822.5,Monday,December,2,2019
2019-12-03,499.4,Tuesday,December,3,2019
2019-12-04,1271.55,Wednesday,December,4,2019
2019-12-05,2417.9,Thursday,December,5,2019
2019-12-06,5350.8,Friday,December,6,2019
2019-12-07,6319.6,Saturday,December,7,2019
2019-12-08,6830.65,Sunday,December,8,2019
2019-12-09,4294.05,Monday,December,9,2019
2019-12-10,542.35,Tuesday,December,10,2019
2019-12-11,912.6,Wednesday,December,11,2019
2019-12-12,1971.6,Thursday,December,12,2019
2019-12-13,3981.45,Friday,December,13,2019
2019-12-14,6242.35,Saturday,December,14,2019
2019-12-15,5225.2,Sunday,December,15,2019
2019-12-16,1269.85,Monday,December,16,2019
2019-12-17,2299.55,Tuesday,December,17,2019
2019-12-18,3145.7,Wednesday,December,18,2019
2019-12-19,2628.7,Thursday,December,19,2019
2019-12-20,5335.2,Friday,December,20,2019
2019-12-21,8134.52,Saturday,December,21,2019
2019-12-22,6311.17,Sunday,December,22,2019
2019-12-23,4614.1,Monday,December,23,2019
2019-12-24,1140.7,Tuesday,December,24,2019
2019-12-25,3674.29,Wednesday,December,25,2019
2019-12-26,5400.0,Thursday,December,26,2019
2019-12-27,6696.9,Friday,December,27,2019
2019-12-28,8083.3,Saturday,December,28,2019
2019-12-29,6019.49,Sunday,December,29,2019
2019-12-30,4413.7,Monday,December,30,2019
2019-12-31,1181.5,Tuesday,December,31,2019
2020-01-01,4092.85,Wednesday,January,1,2020
2020-01-02,4865.3,Thursday,January,2,2020
2020-01-03,7340.75,Friday,January,3,2020
2020-01-04,8169.7,Saturday,January,4,2020
2020-01-05,5053.2,Sunday,January,5,2020
2020-01-06,3461.9,Monday,January,6,2020
2020-01-07,2236.8,Tuesday,January,7,2020
2020-01-08,1692.3,Wednesday,January,8,2020
2020-01-09,973.2,Thursday,January,9,2020
2020-01-10,3561.65,Friday,January,10,2020
2020-01-11,7670.45,Saturday,January,11,2020
2020-01-12,3528.7,Sunday,January,12,2020
2020-01-13,1045.9,Monday,January,13,2020
2020-01-14,1101.1,Tuesday,January,14,2020
2020-01-15,1023.3,Wednesday,January,15,2020
2020-01-16,857.1,Thursday,January,16,2020
2020-01-17,3035.75,Friday,January,17,2020
2020-01-18,10201.5,Saturday,January,18,2020
2020-01-19,6837.95,Sunday,January,19,2020
2020-01-20,895.5,Monday,January,20,2020
2020-01-21,545.5,Tuesday,January,21,2020
2020-01-22,1473.3,Wednesday,January,22,2020
2020-01-23,1009.8,Thursday,January,23,2020
2020-01-24,2828.0,Friday,January,24,2020
2020-01-25,9134.05,Saturday,January,25,2020
2020-01-26,6339.15,Sunday,January,26,2020
2020-01-27,656.5,Monday,January,27,2020
2020-01-28,750.4,Tuesday,January,28,2020
2020-01-29,1372.9,Wednesday,January,29,2020
2020-01-30,1521.2,Thursday,January,30,2020
2020-01-31,4891.57,Friday,January,31,2020
2020-02-01,8181.37,Saturday,February,1,2020
2020-02-02,5362.45,Sunday,February,2,2020
2020-02-03,368.6,Monday,February,3,2020
2020-02-04,1007.2,Tuesday,February,4,2020
2020-02-05,1664.8,Wednesday,February,5,2020
2020-02-06,1272.4,Thursday,February,6,2020
2020-02-07,3406.2,Friday,February,7,2020
2020-02-08,8848.4,Saturday,February,8,2020
2020-02-09,5600.9,Sunday,February,9,2020
2020-02-10,570.8,Monday,February,10,2020
2020-02-11,1732.65,Tuesday,February,11,2020
2020-02-12,822.75,Wednesday,February,12,2020
2020-02-13,1161.9,Thursday,February,13,2020
2020-02-14,4364.22,Friday,February,14,2020
2020-02-15,8578.1,Saturday,February,15,2020
2020-02-16,4624.25,Sunday,February,16,2020
2020-02-17,784.4,Monday,February,17,2020
2020-02-18,311.6,Tuesday,February,18,2020
2020-02-19,973.5,Wednesday,February,19,2020
2020-02-20,855.7,Thursday,February,20,2020
2020-02-21,3547.02,Friday,February,21,2020
2020-02-22,6252.45,Saturday,February,22,2020
2020-02-23,4825.35,Sunday,February,23,2020
2020-02-24,803.5,Monday,February,24,2020
2020-02-25,829.3,Tuesday,February,25,2020
2020-02-26,1387.1,Wednesday,February,26,2020
2020-02-27,1328.1,Thursday,February,27,2020
2020-02-28,4323.1,Friday,February,28,2020
2020-02-29,8878.0,Saturday,February,29,2020
2020-03-01,5172.6,Sunday,March,1,2020
2020-03-02,2673.5,Monday,March,2,2020
2020-03-03,592.8,Tuesday,March,3,2020
2020-03-04,1256.4,Wednesday,March,4,2020
2020-03-05,923.55,Thursday,March,5,2020
2020-03-06,2761.85,Friday,March,6,2020
2020-03-07,8764.1,Saturday,March,7,2020
2020-03-08,4561.35,Sunday,March,8,2020
2020-03-09,381.6,Monday,March,9,2020
2020-03-10,771.6,Tuesday,March,10,2020
2020-03-11,555.3,Wednesday,March,11,2020
2020-03-12,80.3,Thursday,March,12,2020
2020-03-13,0.0,Friday,March,13,2020
2020-03-14,0.0,Saturday,March,14,2020
2020-03-15,0.0,Sunday,March,15,2020
2020-03-16,0.0,Monday,March,16,2020
2020-03-17,0.0,Tuesday,March,17,2020
2020-03-18,0.0,Wednesday,March,18,2020
2020-03-19,0.0,Thursday,March,19,2020
2020-03-20,0.0,Friday,March,20,2020
2020-03-21,0.0,Saturday,March,21,2020
2020-03-22,0.0,Sunday,March,22,2020
2020-03-23,0.0,Monday,March,23,2020
2020-03-24,0.0,Tuesday,March,24,2020
2020-03-25,0.0,Wednesday,March,25,2020
2020-03-26,0.0,Thursday,March,26,2020
2020-03-27,0.0,Friday,March,27,2020
2020-03-28,0.0,Saturday,March,28,2020
2020-03-29,0.0,Sunday,March,29,2020
2020-03-30,0.0,Monday,March,30,2020
2020-03-31,0.0,Tuesday,March,31,2020
2020-04-01,0.0,Wednesday,April,1,2020
2020-04-02,0.0,Thursday,April,2,2020
2020-04-03,0.0,Friday,April,3,2020
2020-04-04,0.0,Saturday,April,4,2020
2020-04-05,0.0,Sunday,April,5,2020
2020-04-06,0.0,Monday,April,6,2020
2020-04-07,0.0,Tuesday,April,7,2020
2020-04-08,0.0,Wednesday,April,8,2020
2020-04-09,0.0,Thursday,April,9,2020
2020-04-10,0.0,Friday,April,10,2020
2020-04-11,0.0,Saturday,April,11,2020
2020-04-12,0.0,Sunday,April,12,2020
2020-04-13,0.0,Monday,April,13,2020
2020-04-14,0.0,Tuesday,April,14,2020
2020-04-15,0.0,Wednesday,April,15,2020
2020-04-16,0.0,Thursday,April,16,2020
2020-04-17,0.0,Friday,April,17,2020
2020-04-18,0.0,Saturday,April,18,2020
2020-04-19,0.0,Sunday,April,19,2020
2020-04-20,0.0,Monday,April,20,2020
2020-04-21,0.0,Tuesday,April,21,2020
2020-04-22,0.0,Wednesday,April,22,2020
2020-04-23,0.0,Thursday,April,23,2020
2020-04-24,0.0,Friday,April,24,2020
2020-04-25,0.0,Saturday,April,25,2020
2020-04-26,0.0,Sunday,April,26,2020
2020-04-27,0.0,Monday,April,27,2020
2020-04-28,0.0,Tuesday,April,28,2020
2020-04-29,0.0,Wednesday,April,29,2020
2020-04-30,0.0,Thursday,April,30,2020
2020-05-01,0.0,Friday,May,1,2020
2020-05-02,0.0,Saturday,May,2,2020
2020-05-03,0.0,Sunday,May,3,2020
2020-05-04,0.0,Monday,May,4,2020
2020-05-05,0.0,Tuesday,May,5,2020
2020-05-06,0.0,Wednesday,May,6,2020
2020-05-07,0.0,Thursday,May,7,2020
2020-05-08,0.0,Friday,May,8,2020
2020-05-09,0.0,Saturday,May,9,2020
2020-05-10,0.0,Sunday,May,10,2020
2020-05-11,0.0,Monday,May,11,2020
2020-05-12,0.0,Tuesday,May,12,2020
2020-05-13,0.0,Wednesday,May,13,2020
2020-05-14,0.0,Thursday,May,14,2020
2020-05-15,0.0,Friday,May,15,2020
2020-05-16,0.0,Saturday,May,16,2020
2020-05-17,0.0,Sunday,May,17,2020
2020-05-18,0.0,Monday,May,18,2020
2020-05-19,0.0,Tuesday,May,19,2020
2020-05-20,0.0,Wednesday,May,20,2020
2020-05-21,0.0,Thursday,May,21,2020
2020-05-22,0.0,Friday,May,22,2020
2020-05-23,0.0,Saturday,May,23,2020
2020-05-24,0.0,Sunday,May,24,2020
2020-05-25,0.0,Monday,May,25,2020
2020-05-26,0.0,Tuesday,May,26,2020
2020-05-27,0.0,Wednesday,May,27,2020
2020-05-28,0.0,Thursday,May,28,2020
2020-05-29,0.0,Friday,May,29,2020
2020-05-30,0.0,Saturday,May,30,2020
2020-05-31,0.0,Sunday,May,31,2020
2020-06-01,0.0,Monday,June,1,2020
2020-06-02,0.0,Tuesday,June,2,2020
2020-06-03,0.0,Wednesday,June,3,2020
2020-06-04,0.0,Thursday,June,4,2020
2020-06-05,0.0,Friday,June,5,2020
2020-06-06,0.0,Saturday,June,6,2020
2020-06-07,0.0,Sunday,June,7,2020
2020-06-08,0.0,Monday,June,8,2020
2020-06-09,0.0,Tuesday,June,9,2020
2020-06-10,0.0,Wednesday,June,10,2020
2020-06-11,0.0,Thursday,June,11,2020
2020-06-12,0.0,Friday,June,12,2020
2020-06-13,0.0,Saturday,June,13,2020
2020-06-14,0.0,Sunday,June,14,2020
2020-06-15,0.0,Monday,June,15,2020
2020-06-16,0.0,Tuesday,June,16,2020
2020-06-17,0.0,Wednesday,June,17,2020
2020-06-18,0.0,Thursday,June,18,2020
2020-06-19,0.0,Friday,June,19,2020
2020-06-20,0.0,Saturday,June,20,2020
2020-06-21,0.0,Sunday,June,21,2020
2020-06-22,0.0,Monday,June,22,2020
2020-06-23,0.0,Tuesday,June,23,2020
2020-06-24,0.0,Wednesday,June,24,2020
2020-06-25,0.0,Thursday,June,25,2020
2020-06-26,0.0,Friday,June,26,2020
2020-06-27,781.6,Saturday,June,27,2020
2020-06-28,432.1,Sunday,June,28,2020
2020-06-29,117.3,Monday,June,29,2020
2020-06-30,309.0,Tuesday,June,30,2020
2020-07-01,335.6,Wednesday,July,1,2020
2020-07-02,429.5,Thursday,July,2,2020
2020-07-03,497.4,Friday,July,3,2020
2020-07-04,1150.0,Saturday,July,4,2020
2020-07-05,1133.1,Sunday,July,5,2020
2020-07-06,367.8,Monday,July,6,2020
2020-07-07,524.0,Tuesday,July,7,2020
2020-07-08,460.8,Wednesday,July,8,2020
2020-07-09,391.0,Thursday,July,9,2020
2020-07-10,643.4,Friday,July,10,2020
2020-07-11,1483.9,Saturday,July,11,2020
2020-07-12,574.9,Sunday,July,12,2020
2020-07-13,405.7,Monday,July,13,2020
2020-07-14,506.1,Tuesday,July,14,2020
2020-07-15,738.3,Wednesday,July,15,2020
2020-07-16,362.5,Thursday,July,16,2020
2020-07-17,616.0,Friday,July,17,2020
2020-07-18,1176.0,Saturday,July,18,2020
2020-07-19,652.4,Sunday,July,19,2020
2020-07-20,438.8,Monday,July,20,2020
2020-07-21,447.7,Tuesday,July,21,2020
2020-07-22,866.4,Wednesday,July,22,2020
2020-07-23,958.3,Thursday,July,23,2020
