date,total_sales,day_of_week
2020-04-21,0.0,Tuesday
2020-04-22,0.0,Wednesday
2020-04-23,0.0,Thursday
2020-04-24,0.0,Friday
2020-04-25,0.0,Saturday
2020-04-26,0.0,Sunday
2020-04-27,0.0,Monday
2020-04-28,0.0,Tuesday
2020-04-29,0.0,Wednesday
2020-04-30,0.0,Thursday
2020-05-01,0.0,Friday
2020-05-02,0.0,Saturday
2020-05-03,0.0,Sunday
2020-05-04,0.0,Monday
2020-05-05,0.0,Tuesday
2020-05-06,0.0,Wednesday
2020-05-07,0.0,Thursday
2020-05-08,0.0,Friday
2020-05-09,0.0,Saturday
2020-05-10,0.0,Sunday
2020-05-11,0.0,Monday
2020-05-12,0.0,Tuesday
2020-05-13,0.0,Wednesday
2020-05-14,0.0,Thursday
2020-05-15,0.0,Friday
2020-05-16,0.0,Saturday
2020-05-17,0.0,Sunday
2020-05-18,0.0,Monday
2020-05-19,0.0,Tuesday
2020-05-20,0.0,Wednesday
2020-05-21,0.0,Thursday
2020-05-22,0.0,Friday
2020-05-23,0.0,Saturday
2020-05-24,0.0,Sunday
2020-05-25,0.0,Monday
2020-05-26,0.0,Tuesday
2020-05-27,0.0,Wednesday
2020-05-28,0.0,Thursday
2020-05-29,0.0,Friday
2020-05-30,0.0,Saturday
2020-05-31,0.0,Sunday
2020-06-01,0.0,Monday
2020-06-02,0.0,Tuesday
2020-06-03,0.0,Wednesday
2020-06-04,0.0,Thursday
2020-06-05,0.0,Friday
2020-06-06,0.0,Saturday
2020-06-07,0.0,Sunday
2020-06-08,0.0,Monday
2020-06-09,0.0,Tuesday
2020-06-10,0.0,Wednesday
2020-06-11,0.0,Thursday
2020-06-12,0.0,Friday
2020-06-13,0.0,Saturday
2020-06-14,0.0,Sunday
2020-06-15,0.0,Monday
2020-06-16,0.0,Tuesday
2020-06-17,0.0,Wednesday
2020-06-18,0.0,Thursday
2020-06-19,0.0,Friday
2020-06-20,0.0,Saturday
2020-06-21,0.0,Sunday
2020-06-22,0.0,Monday
2020-06-23,0.0,Tuesday
2020-06-24,0.0,Wednesday
2020-06-25,0.0,Thursday
2020-06-26,0.0,Friday
2020-06-27,781.6,Saturday
2020-06-28,432.1,Sunday
2020-06-29,117.3,Monday
2020-06-30,309.0,Tuesday
2020-07-01,335.6,Wednesday
2020-07-02,429.5,Thursday
2020-07-03,497.4,Friday
2020-07-04,1150.0,Saturday
2020-07-05,1133.1,Sunday
2020-07-06,367.8,Monday
2020-07-07,524.0,Tuesday
2020-07-08,460.8,Wednesday
2020-07-09,391.0,Thursday
2020-07-10,643.4,Friday
2020-07-11,1483.9,Saturday
2020-07-12,574.9,Sunday
2020-07-13,405.7,Monday
2020-07-14,506.1,Tuesday
2020-07-15,738.3,Wednesday
2020-07-16,362.5,Thursday
2020-07-17,616.0,Friday
2020-07-18,1176.0,Saturday
2020-07-19,652.4,Sunday
2020-07-20,438.8,Monday
2020-07-21,447.7,Tuesday
2020-07-22,866.4,Wednesday
2020-07-23,958.3,Thursday
2020-07-24,696.2,Friday
2020-07-25,1851.7,Saturday
2020-07-26,1055.7,Sunday
2020-07-27,635.5,Monday
2020-07-28,657.7,Tuesday
2020-07-29,849.0,Wednesday
2020-07-30,859.15,Thursday
2020-07-31,905.5,Friday
2020-08-01,1078.35,Saturday
2020-08-02,1176.45,Sunday
2020-08-03,324.3,Monday
2020-08-04,712.5,Tuesday
2020-08-05,850.2,Wednesday
2020-08-06,672.3,Thursday
2020-08-07,1044.8,Friday
2020-08-08,1295.55,Saturday
2020-08-09,1368.0,Sunday
2020-08-10,704.95,Monday
2020-08-11,1417.2,Tuesday
2020-08-12,1389.8,Wednesday
2020-08-13,899.3,Thursday
2020-08-14,794.9,Friday
2020-08-15,1404.1,Saturday
2020-08-16,1157.5,Sunday
2020-08-17,517.6,Monday
2020-08-18,528.1,Tuesday
2020-08-19,555.4,Wednesday
2020-08-20,538.5,Thursday
2020-08-21,1033.4,Friday
2020-08-22,1480.8,Saturday
2020-08-23,999.65,Sunday
2020-08-24,597.2,Monday
2020-08-25,789.4,Tuesday
2020-08-26,1160.0,Wednesday
2020-08-27,864.7,Thursday
2020-08-28,1113.1,Friday
2020-08-29,1829.0,Saturday
2020-08-30,1710.2,Sunday
2020-08-31,678.0,Monday
2020-09-01,580.8,Tuesday
2020-09-02,888.6,Wednesday
2020-09-03,535.6,Thursday
2020-09-04,985.2,Friday
2020-09-05,2968.3,Saturday
2020-09-06,1677.4,Sunday
2020-09-07,944.6,Monday
2020-09-08,430.3,Tuesday
2020-09-09,719.2,Wednesday
2020-09-10,457.8,Thursday
2020-09-11,1071.15,Friday
2020-09-12,2587.15,Saturday
2020-09-13,1833.9,Sunday
2020-09-14,376.0,Monday
2020-09-15,490.9,Tuesday
2020-09-16,744.0,Wednesday
2020-09-17,895.0,Thursday
2020-09-18,2169.6,Friday
2020-09-19,4352.7,Saturday
2020-09-20,2927.55,Sunday
2020-09-21,413.0,Monday
2020-09-22,400.5,Tuesday
2020-09-23,448.7,Wednesday
2020-09-24,463.2,Thursday
2020-09-25,1361.55,Friday
2020-09-26,3091.7,Saturday
2020-09-27,1650.4,Sunday
2020-09-28,237.5,Monday
2020-09-29,259.2,Tuesday
2020-09-30,368.7,Wednesday
2020-10-01,370.35,Thursday
2020-10-02,1306.3,Friday
2020-10-03,2879.4,Saturday
2020-10-04,2061.95,Sunday
2020-10-05,343.8,Monday
2020-10-06,284.5,Tuesday
2020-10-07,287.4,Wednesday
2020-10-08,447.9,Thursday
2020-10-09,826.7,Friday
2020-10-10,3259.4,Saturday
2020-10-11,3907.4,Sunday
2020-10-12,2634.8,Monday
2020-10-13,216.5,Tuesday
2020-10-14,256.3,Wednesday
2020-10-15,418.4,Thursday
2020-10-16,1226.1,Friday
2020-10-17,4358.65,Saturday
2020-10-18,2192.8,Sunday
2020-10-19,436.15,Monday
2020-10-20,356.9,Tuesday
2020-10-21,569.0,Wednesday
2020-10-22,555.7,Thursday
2020-10-23,2402.35,Friday
2020-10-24,4485.2,Saturday
2020-10-25,3098.0,Sunday
2020-10-26,278.0,Monday
2020-10-27,437.85,Tuesday
2020-10-28,801.8,Wednesday
2020-10-29,563.1,Thursday
2020-10-30,1689.85,Friday
2020-10-31,4720.6,Saturday
2020-11-01,3966.7,Sunday
2020-11-02,2535.5,Monday
2020-11-03,171.0,Tuesday
2020-11-04,459.5,Wednesday
2020-11-05,975.2,Thursday
2020-11-06,1829.85,Friday
2020-11-07,6119.8,Saturday
2020-11-08,4840.0,Sunday
2020-11-09,3280.2,Monday
2020-11-10,697.7,Tuesday
2020-11-11,719.1,Wednesday
2020-11-12,385.2,Thursday
2020-11-13,1470.5,Friday
2020-11-14,6275.35,Saturday
2020-11-15,4397.7,Sunday
2020-11-16,285.25,Monday
2020-11-17,592.0,Tuesday
2020-11-18,945.8,Wednesday
2020-11-19,634.45,Thursday
2020-11-20,1771.4,Friday
2020-11-21,5215.0,Saturday
2020-11-22,3021.8,Sunday
2020-11-23,275.3,Monday
2020-11-24,465.7,Tuesday
2020-11-25,615.2,Wednesday
2020-11-26,572.0,Thursday
2020-11-27,2666.3,Friday
2020-11-28,5848.4,Saturday
2020-11-29,3449.6,Sunday
2020-11-30,519.6,Monday
2020-12-01,550.1,Tuesday
2020-12-02,951.9,Wednesday
2020-12-03,644.0,Thursday
2020-12-04,2662.4,Friday
2020-12-05,6612.9,Saturday
2020-12-06,7227.15,Sunday
2020-12-07,8543.8,Monday
2020-12-08,4785.8,Tuesday
2020-12-09,1450.0,Wednesday
2020-12-10,391.5,Thursday
2020-12-11,3742.4,Friday
2020-12-12,6318.0,Saturday
2020-12-13,4605.7,Sunday
2020-12-14,750.0,Monday
2020-12-15,272.6,Tuesday
2020-12-16,959.7,Wednesday
2020-12-17,945.4,Thursday
2020-12-18,2960.3,Friday
2020-12-19,7532.8,Saturday
2020-12-20,3718.1,Sunday
2020-12-21,1200.3,Monday
2020-12-22,2081.3,Tuesday
2020-12-23,3363.05,Wednesday
2020-12-24,748.4,Thursday
2020-12-25,2489.5,Friday
2020-12-26,6933.0,Saturday
2020-12-27,6321.4,Sunday
2020-12-28,4682.7,Monday
2020-12-29,5147.5,Tuesday
2020-12-30,4149.8,Wednesday
2020-12-31,997.9,Thursday
2021-01-01,3591.4,Friday
2021-01-02,8183.2,Saturday
2021-01-03,6855.8,Sunday
2021-01-04,3924.1,Monday
2021-01-05,4739.0,Tuesday
2021-01-06,3875.9,Wednesday
2021-01-07,2640.8,Thursday
2021-01-08,1312.35,Friday
2021-01-09,0.0,Saturday
2021-01-10,738.6,Sunday
2021-01-11,575.1,Monday
2021-01-12,617.3,Tuesday
2021-01-13,974.3,Wednesday
2021-01-14,519.9,Thursday
2021-01-15,1480.7,Friday
2021-01-16,4488.8,Saturday
2021-01-17,4089.8,Sunday
2021-01-18,509.0,Monday
2021-01-19,745.7,Tuesday
2021-01-20,665.2,Wednesday
2021-01-21,621.5,Thursday
2021-01-22,1207.5,Friday
2021-01-23,6238.9,Saturday
2021-01-24,3794.4,Sunday
2021-01-25,631.9,Monday
2021-01-26,343.1,Tuesday
2021-01-27,672.2,Wednesday
2021-01-28,664.2,Thursday
2021-01-29,2308.2,Friday
2021-01-30,5078.6,Saturday
2021-01-31,4227.9,Sunday
2021-02-01,404.5,Monday
2021-02-02,364.8,Tuesday
2021-02-03,593.3,Wednesday
2021-02-04,591.0,Thursday
2021-02-05,1419.3,Friday
2021-02-06,6540.2,Saturday
2021-02-07,4444.8,Sunday
2021-02-08,560.6,Monday
2021-02-09,836.8,Tuesday
2021-02-10,897.5,Wednesday
2021-02-11,304.2,Thursday
2021-02-12,1846.3,Friday
2021-02-13,5839.0,Saturday
2021-02-14,4643.8,Sunday
2021-02-15,536.0,Monday
2021-02-16,413.9,Tuesday
2021-02-17,966.8,Wednesday
2021-02-18,796.4,Thursday
2021-02-19,2969.4,Friday
2021-02-20,6221.4,Saturday
2021-02-21,6807.3,Sunday
2021-02-22,2029.8,Monday
2021-02-23,565.0,Tuesday
2021-02-24,960.3,Wednesday
2021-02-25,601.3,Thursday
2021-02-26,2601.3,Friday
2021-02-27,6773.9,Saturday
2021-02-28,5300.7,Sunday
2021-03-01,592.0,Monday
2021-03-02,391.3,Tuesday
2021-03-03,1029.1,Wednesday
2021-03-04,554.6,Thursday
2021-03-05,1998.4,Friday
2021-03-06,7377.2,Saturday
2021-03-07,4685.6,Sunday
2021-03-08,817.8,Monday
2021-03-09,828.3,Tuesday
2021-03-10,1715.2,Wednesday
2021-03-11,807.5,Thursday
2021-03-12,2226.9,Friday
2021-03-13,7257.5,Saturday
2021-03-14,4718.7,Sunday
2021-03-15,350.0,Monday
2021-03-16,857.1,Tuesday
2021-03-17,1197.7,Wednesday
2021-03-18,2310.5,Thursday
2021-03-19,9456.6,Friday
2021-03-20,8118.0,Saturday
2021-03-21,4742.7,Sunday
2021-03-22,877.2,Monday
2021-03-23,572.2,Tuesday
2021-03-24,1121.1,Wednesday
2021-03-25,1141.4,Thursday
2021-03-26,3346.8,Friday
2021-03-27,6571.5,Saturday
2021-03-28,5620.1,Sunday
2021-03-29,3011.4,Monday
2021-03-30,4062.6,Tuesday
2021-03-31,4719.7,Wednesday
2021-04-01,6597.4,Thursday
2021-04-02,11208.4,Friday
2021-04-03,9750.1,Saturday
2021-04-04,5802.6,Sunday
2021-04-05,1901.1,Monday
2021-04-06,682.0,Tuesday
2021-04-07,1409.5,Wednesday
2021-04-08,1237.0,Thursday
2021-04-09,3904.1,Friday
2021-04-10,8619.3,Saturday
2021-04-11,8882.8,Sunday
2021-04-12,551.0,Monday
2021-04-13,1068.9,Tuesday
2021-04-14,1130.1,Wednesday
2021-04-15,1104.9,Thursday
2021-04-16,3054.2,Friday
2021-04-17,7394.1,Saturday
2021-04-18,3789.2,Sunday
2021-04-19,439.5,Monday
2021-04-20,864.2,Tuesday
2021-04-21,1359.9,Wednesday
2021-04-22,911.2,Thursday
2021-04-23,3874.0,Friday
2021-04-24,9552.7,Saturday
2021-04-25,7807.9,Sunday
2021-04-26,842.8,Monday
2021-04-27,957.6,Tuesday
2021-04-28,1356.9,Wednesday
2021-04-29,1151.4,Thursday
2021-04-30,2686.9,Friday
2021-05-01,8468.5,Saturday
2021-05-02,5909.2,Sunday
2021-05-03,7376.3,Monday
2021-05-04,1767.7,Tuesday
2021-05-05,751.7,Wednesday
2021-05-06,649.4,Thursday
2021-05-07,2154.0,Friday
2021-05-08,6241.7,Saturday
2021-05-09,6611.1,Sunday
2021-05-10,946.4,Monday
2021-05-11,723.2,Tuesday
